zone_id,area_ha,perimeter_m,compactness,ndvi_mean,ndwi_mean,ndre_mean,si_mean,ndvi_std,ndwi_std,ndre_std,si_std
0,1.21,2540.0,0.023568275223781077,-0.309033066034317,0.6891281604766846,-0.047264326363801956,0.47400104999542236,0.03038197010755539,0.0405147522687912,0.03451698645949364,0.02430867962539196
1,1.38,1420.0,0.08600273481360671,-0.21867017447948456,0.5645977854728699,0.04411153495311737,0.44185784459114075,0.029096020385622978,0.04460906982421875,0.02942556142807007,0.028748510405421257
2,0.89,1760.0,0.03610559738758931,-0.06049228087067604,0.5599843859672546,-0.06478404998779297,0.01883767545223236,0.0,0.0,0.0,0.0
